GKZ;Gebietsname;Wahlberechtigte;abgegebene;ungueltige;gueltige;OEVP;SPOE;FPOE;GRUENE;NEOS;DNA;KPOE
G50307;Ebenau;1104;641;21;620;246;99;143;56;39;21;16
G50308;Elixhausen;2352;1369;31;1338;464;267;240;137;136;47;47
G50309;Elsbethen;4104;2558;37;2521;824;409;533;343;276;66;70
G50310;Eugendorf;5388;2829;34;2795;855;458;686;320;266;96;114
G50311;Faistenau;2399;1370;28;1342;415;163;450;118;98;51;47
G50312;Fuschl am See;1190;688;16;672;260;95;145;70;75;16;11
G50313;Göming;604;422;9;413;177;37;108;44;26;8;13
G50314;Grödig;5044;2533;37;2496;604;573;631;268;237;67;116
G50315;Großgmain;1872;1017;13;1004;255;142;311;133;99;32;32
G50316;Hallwang;3212;1774;31;1743;525;317;401;228;152;54;66
G50317;Henndorf am Wallersee;3886;2102;25;2077;608;376;557;261;171;72;32
G50318;Hintersee;365;198;4;194;89;31;45;13;8;7;1
G50319;Hof bei Salzburg;2658;1422;18;1404;443;196;364;155;147;50;49
G50320;Köstendorf;2100;1130;21;1109;389;178;282;110;86;24;40
G50321;Koppl;2778;1509;22;1487;482;220;337;196;149;42;61
G50322;Lamprechtshausen;2993;1706;27;1679;504;264;487;157;154;58;55
G50323;Mattsee;2598;1439;26;1413;483;233;243;173;141;75;65
G50324;Neumarkt am Wallersee;4576;2346;35;2311;449;566;716;240;197;78;65
G50325;Nußdorf am Haunsberg;1948;1088;28;1060;382;169;278;96;68;33;34
G50326;Oberndorf bei Salzburg;4005;2231;27;2204;514;527;547;247;199;74;96
G50327;Obertrum am See;3779;2042;31;2011;736;288;444;242;187;52;62
G50328;Plainfeld;1014;605;10;595;200;77;174;50;50;24;20
G50329;Sankt Georgen bei Salzburg;2442;1426;37;1389;400;247;426;108;98;66;44
G50330;Sankt Gilgen;2871;1640;17;1623;614;265;386;145;146;32;35
G50331;Schleedorf;861;512;9;503;164;58;183;30;29;21;18
G50332;Seeham;1533;845;18;827;312;117;184;96;66;23;29
G50335;Straßwalchen;5705;3042;70;2972;835;504;1012;229;199;92;101
G50336;Strobl;2871;1635;26;1609;514;390;364;159;116;36;30
G50337;Thalgau;4670;2557;47;2510;790;341;686;304;220;91;78
G50338;Wals-Siezenheim;10280;5616;90;5526;1743;975;1326;581;516;152;233
G50339;Seekirchen am Wallersee;8360;4654;54;4600;1174;809;1046;761;491;136;183
G50399;Wahlkarten - Salzburg-Umgebung;0;2148;20;2128;467;395;299;442;327;75;123
G50400;Sankt Johann im Pongau;58327;31395;539;30856;10207;6755;8392;1900;2078;838;686
G50401;Altenmarkt im Pongau;3174;1641;39;1602;603;199;463;102;133;74;28
G50402;Bad Hofgastein;4845;2420;32;2388;711;571;662;133;192;64;55
G50403;Bad Gastein;2576;1238;16;1222;340;264;388;93;95;25;17
G50404;Bischofshofen;7265;3677;48;3629;837;1205;1006;195;207;80;99
G50405;Dorfgastein;1318;662;16;646;232;120;168;42;46;27;11
G50406;Eben im Pongau;1802;1020;33;987;410;130;309;49;49;17;23
G50407;Filzmoos;1053;560;7;553;269;36;188;11;34;7;8
G50408;Flachau;2176;1253;22;1231;479;144;397;62;89;41;19
G50409;Forstau;434;309;9;300;122;38;99;3;21;17;0
G50410;Goldegg;2094;1048;21;1027;345;188;254;84;86;43;27
G50411;Großarl;2818;1668;19;1649;746;315;388;61;72;52;15
G50412;Hüttau;1062;564;8;556;193;106;200;21;18;14;4
G50413;Hüttschlag;687;378;7;371;199;80;62;10;10;6;4
G50414;Kleinarl;639;368;4;364;181;60;67;20;24;11;1
G50415;Mühlbach am Hochkönig;1095;568;5;563;133;201;175;23;19;5;7
G50416;Pfarrwerfen;1893;1078;19;1059;436;184;251;72;73;18;25
G50417;Radstadt;3360;1762;30;1732;584;276;544;116;136;42;34
G50418;Sankt Johann im Pongau;7827;4000;76;3924;1206;921;963;320;323;90;101
G50419;Sankt Martin am Tennengebirge;1296;731;6;725;252;173;213;28;30;21;8
G50420;Sankt Veit im Pongau;3041;1516;35;1481;508;333;336;118;79;58;49
G50421;Schwarzach im Pongau;2384;1168;14;1154;171;524;249;69;65;30;46
G50422;Untertauern;312;195;2;193;93;21;44;10;16;4;5
G50423;Wagrain;2202;1129;23;1106;492;124;343;39;68;20;20
G50424;Werfen;2201;1103;24;1079;296;290;308;65;64;32;24
G50425;Werfenweng;773;413;11;402;124;53;158;23;19;11;14
G50499;Wahlkarten - Sankt Johann im Pongau;0;926;13;913;245;199;157;131;110;29;42
G50500;Tamsweg;15930;8617;171;8446;2997;1283;2863;422;465;240;176
G50501;Göriach;297;184;1;183;94;19;53;8;6;2;1
G50502;Lessach;451;217;4;213;102;29;53;4;10;12;3
G50503;Mariapfarr;2002;935;17;918;319;171;259;50;67;28;24
G50504;Mauterndorf;1201;711;26;685;259;111;197;37;44;19;18
G50505;Muhr;409;236;4;232;84;33;105;1;4;3;2
G50506;Ramingstein;874;437;15;422;131;80;165;9;19;11;7
G50507;Sankt Andrä im Lungau;640;317;5;312;100;43;129;14;16;5;5
G50508;Sankt Margarethen im Lungau;549;303;8;295;91;45;105;18;21;10;5
G50509;Sankt Michael im Lungau;2670;1462;29;1433;476;249;516;71;68;31;22
G50510;Tamsweg;4394;2115;36;2079;715;312;678;127;124;64;59
G50511;Thomatal;265;166;8;158;46;17;65;9;9;8;4
G50512;Tweng;167;98;2;96;45;6;33;2;7;3;0
G50513;Unternberg;825;497;6;491;182;51;184;25;22;17;10
G50514;Weißpriach;233;136;2;134;70;24;30;4;3;2;1
G50515;Zederhaus;953;506;5;501;209;35;215;13;11;12;6
G50599;Wahlkarten - Tamsweg;0;297;3;294;74;58;76;30;34;13;9
G50600;Zell am See;63820;32049;567;31482;10720;6651;8102;2255;2214;802;738
G50601;Bramberg am Wildkogel;3227;1534;25;1509;577;280;436;77;73;44;22
G50602;Bruck an der Großglocknerstraße;3462;1642;38;1604;511;339;427;108;146;28;45
G50603;Dienten am Hochkönig;593;304;11;293;124;81;55;8;15;9;1
G50604;Fusch an der Großglocknerstraße;525;307;12;295;135;52;65;21;13;1;8
G50605;Hollersbach im Pinzgau;944;483;9;474;225;82;109;27;15;10;6
G50606;Kaprun;1998;1018;16;1002;310;319;218;51;70;17;17
G50607;Krimml;625;356;6;350;122;67;108;12;21;14;6
G50608;Lend;953;505;18;487;126;141;165;20;25;4;6
G50609;Leogang;2559;1416;21;1395;589;279;270;99;94;33;31
G50610;Lofer;1581;731;10;721;312;119;137;61;54;17;21
G50611;Maishofen;2641;1429;22;1407;565;243;306;97;117;48;31
G50612;Maria Alm am Steinernen Meer;1549;723;10;713;307;92;189;43;51;19;12
G50613;Mittersill;3835;1825;26;1799;632;313;559;116;104;38;37
G50614;Neukirchen am Großvenediger;2040;914;11;903;322;175;260;41;60;23;22
G50615;Niedernsill;2146;1060;24;1036;352;218;301;53;58;28;26
G50616;Piesendorf;2885;1420;27;1393;508;245;379;91;109;23;38
G50617;Rauris;2439;1123;20;1103;440;202;297;46;69;23;26
G50618;Saalbach-Hinterglemm;1931;995;18;977;499;102;229;46;67;18;16
G50619;Saalfelden am Steinernen Meer;12045;5429;77;5352;1377;1322;1277;582;433;186;175
G50620;Sankt Martin bei Lofer;876;543;22;521;200;127;109;39;28;12;6
G50621;Stuhlfelden;1268;665;12;653;214;115;236;27;36;16;9
G50622;Taxenbach;2096;1001;20;981;368;228;256;48;36;20;25
G50623;Unken;1480;763;11;752;246;117;259;47;33;41;9
G50624;Uttendorf;2296;1169;20;1149;368;273;338;45;66;34;25
G50625;Viehhofen;421;190;2;188;66;26;52;18;11;9;6
G50626;Wald im Pinzgau;847;418;8;410;166;58;145;18;14;6;3
G50627;Weißbach bei Lofer;309;182;2;180;81;33;44;10;9;3;0
G50628;Zell am See;6249;2895;50;2845;701;797;713;260;247;54;73
G50699;Wahlkarten - Zell am See;0;1009;19;990;277;206;163;144;140;24;36
G60000;Steiermark;951674;530994;6810;524184;132794;108460;145557;50760;48640;18782;19191
G6A000;Graz und Umgebung;316420;182218;1701;180517;36295;37352;37995;29060;23858;6179;9778
G6B000;Oststeiermark;214710;120907;1945;118962;41483;17821;35403;8492;8215;4783;2765
G6C000;Weststeiermark;159818;86658;1163;85495;22382;16663;29493;5457;6117;3188;2195
G6D000;Obersteiermark;260726;141211;2001;139210;32634;36624;42666;7751;10450;4632;4453
G60100;Graz Stadt;192369;112682;924;111758;20223;23444;18872;21776;16523;3277;7643
G60101;Graz;192369;107513;875;106638;19574;22250;18448;20390;15580;3166;7230
G60199;Wahlkarten - Graz Stadt;0;5169;49;5120;649;1194;424;1386;943;111;413
G60300;Deutschlandsberg;50034;27797;436;27361;7120;5209;9254;1860;2044;1226;648
G60305;Frauental an der Laßnitz;2579;1358;17;1341;286;419;388;74;95;52;27
G60318;Lannach;2921;1644;18;1626;381;265;537;133;183;85;42
G60323;Pölfing-Brunn;1313;652;14;638;139;138;279;23;27;16;16
G60324;Preding;1540;793;9;784;175;149;255;73;78;41;13
G60326;Sankt Josef (Weststeiermark);1350;818;17;801;213;143;224;68;71;62;20
G60329;Sankt Peter im Sulmtal;1098;632;11;621;203;99;236;27;25;18;13
G60341;Wettmannstätten;1370;741;9;732;233;91;300;36;37;26;9
G60344;Deutschlandsberg;9276;4662;78;4584;979;1132;1342;374;383;212;162
G60345;Eibiswald;5203;2711;34;2677;730;508;1041;107;150;99;42
G60346;Groß Sankt Florian;3441;1885;33;1852;637;319;551;111;128;73;33
G60347;Sankt Martin im Sulmtal;2524;1442;27;1415;480;216;491;58;82;55;33
G60348;Sankt Stefan ob Stainz;3035;1689;25;1664;462;210;626;127;114;98;27
G60349;Bad Schwanberg;3722;2070;26;2044;514;422;752;90;137;85;44
G60350;Stainz;7109;4057;76;3981;1059;603;1341;351;325;194;108
G60351;Wies;3553;1784;30;1754;463;319;689;91;98;65;29
G60399;Wahlkarten - Deutschlandsberg;0;859;12;847;166;176;202;117;111;45;30
G60600;Graz-Umgebung;124051;69536;777;68759;16072;13908;19123;7284;7335;2902;2135
G60608;Feldkirchen bei Graz;4724;2344;20;2324;509;452;815;180;211;75;82
G60611;Gössendorf;3131;1669;22;1647;338;356;577;118;148;74;36
G60613;Gratkorn;6203;3171;28;3143;538;865;997;270;247;112;114
G60617;Hart bei Graz;4159;2271;20;2251;472;455;465;325;377;86;71
G60618;Haselsdorf-Tobelbad;1266;777;4;773;133;211;245;54;77;39;14
G60619;Hausmannstätten;2846;1598;12;1586;405;305;306;214;239;73;44
G60623;Kainbach bei Graz;2350;1330;23;1307;373;206;247;226;142;66;47
G60624;Kalsdorf bei Graz;5850;2734;25;2709;572;606;884;207;252;104;84
G60626;Kumberg;3124;1721;24;1697;415;278;350;327;198;79;50
G60628;Laßnitzhöhe;2247;1194;17;1177;329;212;246;147;148;61;34
G60629;Lieboch;4267;2258;26;2232;427;460;718;216;245;95;71
G60632;Peggau;1782;783;9;774;166;195;253;56;51;27;26
G60639;Sankt Bartholomä;1187;660;11;649;190;110;199;50;52;31;17
G60641;Sankt Oswald bei Plankenwarth;1038;609;6;603;151;178;118;46;58;36;16
G60642;Sankt Radegund bei Graz;1787;972;12;960;251;178;204;154;110;40;23
G60645;Semriach;2581;1435;15;1420;498;155;487;96;83;65;36
G60646;Stattegg;2391;1521;17;1504;390;208;252;260;286;68;40
G60647;Stiwoll;607;357;13;344;89;78;126;23;18;6;4
G60648;Thal;1975;1144;7;1137;271;247;241;165;149;19;45
G60651;Übelbach;1655;711;15;696;209;153;222;28;37;30;17
G60653;Vasoldsberg;3780;2070;23;2047;506;251;725;209;202;93;61
G60654;Weinitzen;2225;1221;6;1215;359;214;255;175;142;31;39
G60655;Werndorf;1976;1002;10;992;192;286;306;69;80;33;26
G60656;Wundschuh;1252;763;15;748;281;122;201;56;48;22;18
G60659;Deutschfeistritz;3387;1403;18;1385;310;284;484;120;99;49;39
G60660;Dobl-Zwaring;2865;1643;34;1609;430;222;593;129;129;71;35
G60661;Eggersdorf bei Graz;5687;3159;40;3119;782;508;825;382;302;220;100
G60662;Fernitz-Mellach;3880;2075;17;2058;552;365;615;198;191;85;52
G60663;Frohnleiten;5287;3011;31;2980;697;847;753;281;224;90;88
G60664;Gratwein-Straßengel;10177;5902;55;5847;1049;1518;1551;631;686;215;197
G60665;Hitzendorf;5855;3439;39;3400;849;647;985;293;336;174;116
G60666;Nestelbach bei Graz;2190;1143;22;1121;304;156;350;115;107;61;28
G60667;Raaba-Grambach;3723;2102;17;2085;514;431;453;234;286;95;72
G60668;Sankt Marein bei Graz;3043;1658;20;1638;462;213;484;183;144;101;51
G60669;Seiersberg-Pirka;8636;4470;43;4427;881;940;1291;415;568;182;150
G60670;Premstätten;4918;2543;20;2523;644;454;799;207;262;86;71
G60699;Wahlkarten - Graz-Umgebung;0;2673;41;2632;534;542;501;425;401;108;121
G61000;Leibnitz;67999;36114;475;35639;10463;5850;12385;2398;2517;1156;870
G61001;Allerheiligen bei Wildon;1282;683;15;668;231;96;181;52;56;34;18
G61002;Arnfels;786;383;6;377;145;43;128;13;35;7;6
G61007;Empersdorf;1118;590;14;576;167;88;193;53;50;13;12
G61008;Gabersdorf;951;497;8;489;197;50;149;35;34;15;9
G61012;Gralla;2132;1013;14;999;158;258;414;52;43;32;42
G61013;Großklein;1825;916;14;902;289;111;314;60;60;44;24
G61016;Heimschuh;1629;834;9;825;245;133;306;62;51;21;7
G61017;Hengsberg;1195;719;9;710;203;113;223;70;54;30;17
G61019;Kitzeck im Sausal;965;525;8;517;153;94;166;36;41;15;12
G61020;Lang;1050;648;10;638;254;92;161;36;56;23;16
G61021;Lebring-Sankt Margarethen;1749;1009;7;1002;288;187;314;79;78;29;27
G61024;Oberhaag;1693;875;11;864;279;102;379;37;41;15;11
G61027;Ragnitz;1298;739;3;736;281;83;259;35;39;17;22
G61030;Sankt Andrä-Höch;1464;696;10;686;214;77;269;43;36;36;11
G61032;Sankt Johann im Saggautal;1642;833;7;826;286;103;314;46;35;24;18
G61033;Sankt Nikolai im Sausal;1882;978;10;968;299;169;303;55;80;39;23
G61043;Tillmitsch;3122;1479;25;1454;338;303;541;96;99;46;31
G61045;Wagna;4747;2361;29;2332;459;605;807;151;186;65;59
G61049;Ehrenhausen an der Weinstraße;1902;912;8;904;262;151;355;51;56;13;16
G61050;Gamlitz;2552;1278;20;1258;423;170;490;45;73;35;22
G61051;Gleinstätten;2327;1170;19;1151;353;192;417;78;62;32;17
G61052;Heiligenkreuz am Waasen;2304;1281;16;1265;370;155;456;93;93;56;42
G61053;Leibnitz;9699;4640;31;4609;1023;937;1512;430;422;152;133
G61054;Leutschach an der Weinstraße;2927;1585;25;1560;507;169;672;98;50;38;26
G61055;Sankt Georgen an der Stiefing;1265;756;16;740;311;89;191;48;56;27;18
G61057;Schwarzautal;1928;993;19;974;420;75;311;46;66;32;24
G61059;Wildon;4157;2208;38;2170;601;374;742;143;158;82;70
G61060;Sankt Veit in der Südsteiermark;3611;1914;14;1900;763;228;602;96;113;68;30
G61061;Straß in Steiermark;4797;2327;34;2293;649;379;910;115;128;63;49
G61099;Wahlkarten - Leibnitz;0;1272;26;1246;295;224;306;144;166;53;58
G61100;Leoben;45344;24675;288;24387;4565;6984;7993;1321;1849;780;895
G61101;Eisenerz;3018;1744;16;1728;304;664;490;48;93;50;79
G61105;Kalwang;839;446;7;439;152;81;135;23;24;12;12
G61106;Kammern im Liesingtal;1352;764;18;746;200;180;232;40;54;25;15
G61107;Kraubath an der Mur;1129;654;13;641;177;111;213;27;58;35;20
G61108;Leoben;17029;8354;101;8253;1288;2307;2750;566;743;212;387
G61109;Mautern in Steiermark;1382;759;3;756;299;150;201;28;48;19;11
G61110;Niklasdorf;1805;934;11;923;158;310;311;36;60;22;26
G61111;Proleb;1293;737;4;733;148;249;192;45;64;18;17
G61112;Radmer;438;295;7;288;80;100;76;4;6;17;5
G61113;Sankt Michael in Obersteiermark;2328;1288;15;1273;211;392;452;56;62;64;36
G61114;Sankt Peter-Freienstein;1870;962;17;945;175;225;386;41;50;39;29
G61115;Sankt Stefan ob Leoben;1522;862;11;851;160;232;319;31;56;28;25
G61116;Traboch;1175;655;9;646;155;148;249;22;37;21;14
G61118;Vordernberg;721;385;2;383;30;201;109;9;11;9;14
G61119;Wald am Schoberpaß;446;274;4;270;82;64;94;6;12;5;7
G61120;Trofaiach;8997;4989;46;4943;838;1424;1674;282;382;177;166
G61199;Wahlkarten - Leoben;0;573;4;569;108;146;110;57;89;27;32
G61200;Liezen;61171;32244;503;31741;8327;7048;9842;2002;2498;1107;917
G61203;Aigen im Ennstal;2267;1272;18;1254;369;186;473;73;71;64;18
G61204;Altaussee;1518;806;14;792;201;222;158;56;99;21;35
G61205;Altenmarkt bei Sankt Gallen;610;372;7;365;81;146;83;13;21;10;11
G61206;Ardning;1099;653;15;638;138;180;233;24;26;29;8
G61207;Bad Aussee;3623;1898;31;1867;445;500;421;170;190;55;86
G61213;Gröbming;2303;1127;15;1112;310;215;343;69;103;45;27
G61215;Grundlsee;972;497;18;479;138;139;93;27;38;21;23
G61217;Haus;1865;944;9;935;339;121;291;55;79;38;12
G61222;Lassing;1414;731;12;719;220;104;262;41;38;30;24
G61236;Ramsau am Dachstein;2217;1046;16;1030;291;96;345;99;128;44;27
G61243;Selzthal;1150;553;7;546;81;258;148;17;17;10;15
G61247;Trieben;2408;1234;21;1213;167;411;427;43;72;31;62
G61251;Wildalpen;393;241;0;241;60;110;42;8;7;10;4
G61252;Wörschach;950;539;10;529;178;103;139;40;39;14;16
G61253;Admont;3939;1870;23;1847;495;456;539;136;138;45;38
G61254;Aich;1021;500;4;496;192;52;168;18;36;19;11
G61255;Bad Mitterndorf;3814;1938;24;1914;472;361;678;109;139;95;60
G61256;Gaishorn am See;1091;603;8;595;129;174;185;29;41;14;23
G61257;Irdning-Donnersbachtal;3433;1852;26;1826;513;213;690;132;167;77;34
G61258;Landl;2167;1203;22;1181;289;451;288;42;64;16;31
G61259;Liezen;5646;2828;36;2792;639;727;895;183;185;74;89
G61260;Michaelerberg-Pruggern;940;448;14;434;141;72;152;17;24;22;6
G61261;Mitterberg-Sankt Martin;1526;734;11;723;219;113;252;33;68;20;18
G61262;Öblarn;1505;769;14;755;249;137;217;41;62;27;22
G61263;Rottenmann;3787;1946;32;1914;347;462;727;100;111;66;101
G61264;Sankt Gallen;1361;743;11;732;231;204;186;29;51;17;14
G61265;Schladming;4943;2429;35;2394;662;369;778;186;250;103;46
G61266;Sölk;1211;561;17;544;213;65;182;29;34;14;7
G61267;Stainach-Pürgg;1998;1010;12;998;321;200;269;71;83;32;22
G61299;Wahlkarten - Liezen;0;897;21;876;197;201;178;112;117;44;27
G61400;Murau;22415;12045;204;11841;4115;2126;3518;577;863;438;204
G61410;Mühlen;725;445;10;435;102;126;146;17;19;17;8
G61413;Niederwölz;480;270;5;265;105;42;85;10;16;5;2
G61425;St. Peter am Kammersberg;1655;810;20;790;274;148;227;34;62;22;23
G61428;Schöder;758;388;4;384;141;57;120;16;27;20;3
G61437;Krakau;1188;555;11;544;258;79;144;17;29;10;7
G61438;Murau;2795;1581;23;1558;564;242;403;114;152;52;31
G61439;Neumarkt in der Steiermark;4026;1954;25;1929;565;389;636;98;123;85;33
G61440;Oberwölz;2494;1314;33;1281;539;197;328;54;83;60;20
G61441;Ranten;970;509;9;500;242;62;126;17;31;13;9
G61442;Sankt Georgen am Kreischberg;1364;766;13;753;332;111;192;25;62;20;11
G61443;Sankt Lambrecht;1401;730;12;718;228;155;206;40;51;27;11
G61444;Scheifling;1707;844;7;837;215;156;316;43;50;35;22
G61445;Stadl-Predlitz;1383;657;10;647;200;157;218;23;32;14;3
G61446;Teufenbach-Katsch;1469;788;12;776;224;143;273;22;60;41;13
G61499;Wahlkarten - Murau;0;434;10;424;126;62;98;47;66;17;8
G61600;Voitsberg;41785;22747;252;22495;4799;5604;7854;1199;1556;806;677
G61611;Krottendorf-Gaisfeld;2019;1058;12;1046;313;197;325;61;78;42;30
G61612;Ligist;2671;1488;20;1468;323;295;497;111;124;80;38
G61615;Mooskirchen;1762;962;14;948;271;160;314;53;81;38;31
G61618;Rosental an der Kainach;1374;724;6;718;78;263;290;13;44;13;17
G61621;Sankt Martin am Wöllmißberg;646;385;4;381;112;85;144;10;11;10;9
G61624;Stallhofen;2634;1534;19;1515;442;208;588;73;92;73;39
G61625;Voitsberg;7675;3815;40;3775;593;1155;1276;232;267;123;129
G61626;Bärnbach;4676;2467;27;2440;348;816;847;111;156;82;80
G61627;Edelschrott;1405;770;12;758;236;121;275;34;42;34;16
G61628;Geistthal-Södingberg;1226;617;7;610;177;105;232;38;32;14;12
G61629;Hirschegg-Pack;853;472;9;463;193;64;143;16;23;17;7
G61630;Kainach bei Voitsberg;1315;735;7;728;168;174;262;29;49;25;21
G61631;Köflach;7789;4050;41;4009;711;1123;1520;153;258;98;146
G61632;Maria Lankowitz;2253;1179;10;1169;234;329;411;53;84;28;30
G61633;Söding-Sankt Johann;3487;1866;19;1847;465;357;569;163;148;98;47
G61699;Wahlkarten - Voitsberg;0;625;5;620;135;152;161;49;67;31;25
G61700;Weiz;72770;41946;646;41300;12486;7282;11835;3377;3071;2163;1086
G61701;Albersdorf-Prebuch;1750;920;15;905;193;142;300;78;76;77;39
G61708;Fischbach;1248;769;8;761;256;130;268;21;40;35;11
G61710;Floing;998;585;10;575;171;120;180;27;28;35;14
G61711;Gasen;688;491;13;478;248;73;97;20;16;18;6
G61716;Markt Hartmannsdorf;2376;1383;13;1370;441;144;393;151;120;91;30
G61719;Hofstätten an der Raab;1787;994;9;985;314;117;277;94;83;66;34
G61727;Ludersdorf-Wilfersdorf;1923;1008;6;1002;231;161;324;103;92;54;37
G61728;Miesenbach bei Birkfeld;560;405;5;400;157;63;144;11;13;5;7
G61729;Mitterdorf an der Raab;1721;1004;21;983;297;208;246;73;77;61;21
G61730;Mortantsch;1760;1099;24;1075;328;267;222;104;73;63;18
G61731;Naas;1101;660;17;643;229;117;194;42;18;27;16
G61740;Puch bei Weiz;1700;908;11;897;320;121;262;58;64;54;18
G61741;Ratten;888;474;3;471;182;129;107;14;21;11;7
G61743;Rettenegg;584;374;16;358;152;71;81;14;20;14;6
G61744;St. Kathrein am Hauenstein;510;300;10;290;94;54;100;5;16;16;5
G61745;Sankt Kathrein am Offenegg;891;586;18;568;279;73;133;32;20;25;6
G61746;St. Margarethen an der Raab;3378;1870;22;1848;614;256;515;145;105;150;63
G61748;Sinabelkirchen;3511;1879;29;1850;403;198;834;111;124;120;60
G61750;Strallegg;1552;912;14;898;319;112;342;29;48;34;14
G61751;Thannhausen;1968;1250;17;1233;426;227;279;96;99;67;39
G61756;Anger;3297;1985;40;1945;655;353;553;113;148;81;42
G61757;Birkfeld;4127;2308;39;2269;809;336;770;121;137;61;35
G61758;Fladnitz an der Teichalm;1464;900;18;882;382;93;283;40;44;27;13
G61759;Gersdorf an der Feistritz;1400;837;10;827;327;70;267;55;39;49;20
G61760;Gleisdorf;8577;4404;55;4349;1122;761;1132;546;450;200;138
G61761;Gutenberg;1362;769;13;756;212;189;163;97;48;31;16
G61762;Ilztal;1804;979;23;956;298;112;331;69;57;61;28
G61763;Passail;3587;2095;24;2071;780;400;527;129;118;85;32
G61764;Pischelsdorf am Kulm;3131;1599;20;1579;428;208;559;136;99;103;46
G61765;Sankt Ruprecht an der Raab;4334;2328;31;2297;615;348;740;165;174;185;70
G61766;Weiz;8793;4612;67;4545;895;1378;1006;503;433;190;140
G61799;Wahlkarten - Weiz;0;1259;25;1234;309;251;206;175;171;67;55
G62000;Murtal;55999;30427;394;30033;7269;7850;9262;1450;2072;1043;1087
G62007;Fohnsdorf;6197;2959;39;2920;510;856;982;152;197;81;142
G62008;Gaal;1066;693;13;680;337;97;142;21;40;30;13
G62010;Hohentauern;328;216;5;211;58;63;61;7;10;9;3
G62014;Kobenz;1721;896;15;881;272;184;237;51;81;35;21
G62021;Pusterwald;351;239;3;236;124;35;56;8;8;1;4
G62026;Sankt Georgen ob Judenburg;708;419;12;407;163;85;86;17;30;16;10
G62032;Sankt Peter ob Judenburg;931;577;7;570;223;100;151;21;33;30;12
G62034;Seckau;1063;686;10;676;301;106;165;32;41;20;11
G62036;Unzmarkt-Frauenburg;1044;608;10;598;154;163;184;30;35;23;9
G62038;Zeltweg;5285;2522;33;2489;362;771;895;97;169;78;117
G62039;Lobmingtal;1495;875;9;866;282;178;259;40;58;23;26
G62040;Judenburg;7534;3826;48;3778;701;1115;1210;197;252;146;157
G62041;Knittelfeld;8451;3935;44;3891;569;1239;1336;182;246;113;206
G62042;Obdach;3151;1497;28;1469;482;304;437;54;99;53;40
G62043;Pöls-Oberkurzheim;2374;1344;23;1321;301;424;410;44;68;47;27
G62044;Pölstal;2099;1128;16;1112;331;228;351;69;66;39;28
G62045;Sankt Marein-Feistritz;1651;1014;10;1004;295;193;331;61;69;41;14
G62046;Sankt Margarethen bei Knittelfeld;2198;1290;17;1273;405;333;313;53;81;51;37
G62047;Spielberg;4350;2296;19;2277;397;633;798;102;157;87;103
G62048;Weißkirchen in Steiermark;4002;2219;16;2203;692;424;624;110;199;90;64
G62099;Wahlkarten - Murtal;0;1188;17;1171;310;319;234;102;133;30;43
G62100;Bruck-Mürzzuschlag;75797;41820;612;41208;8358;12616;12051;2401;3168;1264;1350
G62105;Breitenau am Hochlantsch;1268;742;17;725;218;244;157;25;45;21;15
G62115;Krieglach;4448;2443;47;2396;567;622;692;151;205;91;68
G62116;Langenwang;3279;1865;24;1841;520;380;557;115;149;67;53
G62125;Pernegg an der Mur;2066;1153;23;1130;257;320;305;67;88;52;41
G62128;Sankt Lorenzen im Mürztal;2990;1664;21;1643;375;381;502;98;175;61;51
G62131;Spital am Semmering;1191;742;14;728;169;190;228;28;68;23;22
G62132;Stanz im Mürztal;1472;795;9;786;208;203;226;50;53;27;19
G62135;Turnau;1232;683;7;676;142;210;221;27;43;26;7
G62138;Aflenz;2039;1137;13;1124;339;268;258;90;101;36;32
G62139;Bruck an der Mur;12109;6362;77;6285;1140;1916;1829;469;561;165;205
G62140;Kapfenberg;15374;7202;71;7131;1016;2497;2268;395;480;195;280
G62141;Kindberg;6676;3876;67;3809;729;1321;1049;220;272;97;121
G62142;Mariazell;2853;1685;37;1648;488;432;447;84;102;61;34
G62143;Mürzzuschlag;6150;3385;48;3337;540;1135;921;198;261;100;182
G62144;Neuberg an der Mürz;1941;1177;20;1157;318;307;347;55;85;26;19
G62145;Sankt Barbara im Mürztal;5256;2814;40;2774;449;1014;896;93;156;78;88
G62146;Sankt Marein im Mürztal;2169;1150;9;1141;207;306;429;39;78;47;35
G62147;Thörl;1814;989;14;975;198;332;275;48;59;26;37
G62148;Tragöß-Sankt Katharein;1470;780;15;765;239;223;214;21;41;16;11
G62199;Wahlkarten - Bruck-Mürzzuschlag;0;1176;39;1137;239;315;230;128;146;49;30
G62200;Hartberg-Fürstenfeld;73926;41703;730;40973;15586;5714;11977;2699;2711;1455;831
G62202;Bad Blumau;1344;654;14;640;238;57;206;47;54;19;19
G62205;Buch-St. Magdalena;1828;1008;10;998;425;121;321;57;40;19;15
G62206;Burgau;871;492;12;480;157;82;130;42;36;18;15
G62209;Ebersdorf;1087;600;13;587;223;61;223;24;27;20;9
G62211;Friedberg;2143;1173;22;1151;338;270;351;64;70;28;30
G62214;Greinbach;1505;919;21;898;433;72;284;41;35;23;10
G62216;Großsteinbach;1054;701;15;686;294;46;213;52;47;21;13
G62219;Hartberg;5227;2841;31;2810;1093;352;650;311;264;89;51
G62220;Hartberg Umgebung;1753;1124;14;1110;537;79;280;73;87;39;15
G62226;Lafnitz;1113;522;13;509;146;154;144;26;22;12;5
